latitude,longitude,average_distance,average_price,average_popularity,average_rating
45.46766565386597,-73.59391784324544,531.2,1.5,0.9558165093094122,8.55
45.46976497412213,-73.58923405408859,385.5,1.5,0.9558165093094122,8.55
45.472636238971525,-73.58546018600464,495.1,1.2222222222222223,0.9558436275664219,8.33
45.4801160762769,-73.58560770750046,597.7,2.0,0.9669683855225655,8.690000000000001
45.48020822800015,-73.57759863138199,289.6,2.3333333333333335,0.9650481349061921,8.870000000000001
45.48049514330605,-73.57782661914825,279.2,2.3333333333333335,0.9650481349061921,8.870000000000001
45.48295816149219,-73.57975836854166,358.7,2.3333333333333335,0.9650481349061921,8.870000000000001
45.48378886396517,-73.5750612616539,230.0,2.2222222222222223,0.9601618531760474,8.790000000000001
45.48504797982277,-73.5719633102417,378.1,2.75,0.9580673246412184,8.809999999999999
45.485328993998365,-73.57692271471024,420.4,2.6666666666666665,0.9620865357853947,8.82
45.48752158511353,-73.56500297784805,355.4,2.5555555555555554,0.967054885924911,8.61
45.48830194643546,-73.56871783733366,384.5,2.125,0.9631691251507561,8.620000000000001
45.4891,-73.57656,703.3,2.125,0.9696478073775378,8.73
45.48918571608228,-73.57190027832984,724.1,2.0,0.969337101343781,8.72
45.48952522221574,-73.5844581949641,473.7,1.6,0.9845196076435346,8.34
45.48972725318433,-73.56406286358833,374.1,2.3333333333333335,0.9686798404304666,8.67
45.49047561880464,-73.56022328138351,495.4,2.2222222222222223,0.9695554746765435,8.620000000000001
45.4912258547597,-73.58763009309769,567.4,1.6,0.9845196076435346,8.34
45.4912954250061,-73.56159925460815,445.2,2.2222222222222223,0.9695554746765435,8.620000000000001
45.491366875439965,-73.57010722160338,735.5,1.7777777777777777,0.9785416086835514,8.74
45.49228068089086,-73.58096480369566,403.7,1.6666666666666667,0.9841161111305619,8.42
45.49276061084002,-73.55641052126883,495.9,1.625,0.9773234280331413,8.7
45.49291337906463,-73.5646878182888,657.0,1.6666666666666667,0.976448507425407,8.72
45.49487159597493,-73.57112377882004,451.6,1.8888888888888888,0.9823296010048027,8.6
45.495369835210354,-73.56859177350998,567.0,1.6,0.9820420047528314,8.7
45.49544692088696,-73.56329441070557,614.0,1.5555555555555556,0.9823645692835784,8.77
45.49572236030835,-73.55461344122887,509.5,1.6666666666666667,0.9713531296609504,8.84
45.49649602765373,-73.57870370149612,212.7,2.111111111111111,0.9801422994854668,8.620000000000001
45.49658063218649,-73.5762146115303,216.8,2.0,0.9788185003603873,8.66
45.49716534003792,-73.55933010578154,539.8,2.1,0.9750333625925054,8.9
45.49750375338383,-73.55284452438353,477.8,2.111111111111111,0.9713795342796179,8.85
45.49788352593901,-73.56856763362885,367.1,1.5,0.9847902260092629,8.5
45.49790394592446,-73.57077571808077,336.6,1.875,0.9840994240938578,8.65
45.49837045828952,-73.56055587530136,532.6,1.875,0.9759653742676286,8.809999999999999
45.498488900657,-73.57436656951904,206.4,2.111111111111111,0.9815003532509795,8.67
45.49969963056761,-73.57193648815155,271.3,1.875,0.9835863181257002,8.67
45.49996470926352,-73.55615437030792,230.2,1.875,0.9725962876533429,8.790000000000001
45.50038,-73.57507,198.8,2.25,0.9814318439701128,8.65
45.50114344835097,-73.56077313423157,374.5,2.0,0.9735975222476754,8.709999999999999
45.501187681489775,-73.57045487814501,265.7,1.5714285714285714,0.9857065376408544,8.58
45.502053864057466,-73.57346534729004,276.7,2.125,0.9819577954284329,8.64
45.50206,-73.56295,475.3,1.8888888888888888,0.9809986654962998,8.75
45.5021829099012,-73.56825381517409,282.1,1.625,0.9845868390816902,8.559999999999999
45.50229349416256,-73.5733064264059,295.7,2.0,0.9812655662363428,8.7
45.50238607958335,-73.57333794236183,297.5,2.0,0.9812655662363428,8.7
45.50277615861811,-73.57589408755302,338.2,2.125,0.981325511857101,8.67
45.502939709023714,-73.56064036488532,331.4,2.0,0.9732164393728546,8.75
45.50373771539475,-73.56948494911194,305.6,1.8888888888888888,0.9854011004303238,8.6
45.50424245563397,-73.553469479084,207.3,2.125,0.9758440557494273,8.72
45.505173440423306,-73.5706517100334,398.7,1.75,0.9821083731186709,8.86
45.50531166520915,-73.56089115142822,333.1,1.8,0.9774133464642789,8.66
45.50538591756765,-73.5704317688942,332.3,1.625,0.9818985634460168,8.74
45.50631445605528,-73.55967122894072,353.8,1.8888888888888888,0.9767896265530555,8.809999999999999
45.5063713381299,-73.5642009973526,363.6,1.6666666666666667,0.9840644558150821,8.92
45.50710632433956,-73.56861054897308,334.2,1.75,0.9840173556844862,8.870000000000001
45.50714391928411,-73.55511903762817,251.0,1.6666666666666667,0.9796077843670385,8.64
45.50761009451047,-73.55183601379395,218.2,1.8888888888888888,0.9817101629236336,8.55
45.50788520688478,-73.56315059590997,294.2,1.6666666666666667,0.9800666538211764,8.809999999999999
45.50928678961862,-73.57101917266846,401.9,1.6666666666666667,0.9809522790040462,8.92
45.51025293429709,-73.55677664279938,436.5,1.5555555555555556,0.9810942930341762,8.76
45.51059890498207,-73.56692545115948,371.2,1.6666666666666667,0.9809522790040462,8.91
45.51074821798916,-73.56512099504471,386.3,1.5555555555555556,0.9817515539474904,8.92
45.51086,-73.54983,491.6,2.111111111111111,0.9782554397082647,8.559999999999999
45.5121682576952,-73.55481594800949,601.8,1.5555555555555556,0.9780463436739529,8.83
45.512903912221326,-73.57059180741999,371.3,1.6666666666666667,0.9747471936172186,8.74
45.51329411414168,-73.55057805776596,623.8,1.6,0.973173621072313,8.709999999999999
45.51401222645779,-73.56598667800426,471.6,1.6666666666666667,0.9755029366217787,8.790000000000001
45.51433912935237,-73.56168508529663,441.6,1.7777777777777777,0.9737894909617705,8.66
45.51487490356938,-73.58486406505108,464.8,2.1,0.9710212878317526,8.9
45.51522812881499,-73.5750961303711,381.9,1.9,0.9671355270575978,8.77
45.51586835126322,-73.56008380651474,400.7,2.0,0.9735261584134391,8.53
45.51601387670667,-73.56291957199574,464.3,1.8888888888888888,0.9698073890113967,8.77
45.51613214980722,-73.56049686670303,397.6,2.0,0.9735261584134391,8.53
45.51689731423111,-73.58910799026489,417.4,2.0,0.9669792402606208,8.809999999999999
45.516926210319546,-73.56425732374191,490.3,1.8888888888888888,0.9701506490540723,8.709999999999999
45.51814312154928,-73.56800436973572,498.4,2.1,0.9601090439387127,8.73
45.51862424058306,-73.55219006538391,624.7,1.4444444444444444,0.9702612629971383,8.48
45.51941,-73.58685,274.8,2.2,0.9715015664361616,8.77
45.51989655507833,-73.58010649681091,278.9,2.111111111111111,0.9665796027888985,8.889999999999999
45.52097057660443,-73.5499919950962,674.7,1.7,0.9675901146816817,8.2
45.521564270906616,-73.57036739587784,401.9,2.111111111111111,0.9591627594967422,8.72
45.52164617544124,-73.59366774559021,215.0,1.8888888888888888,0.955822218416151,8.690000000000001
45.52275023118295,-73.57724860310555,215.5,1.8888888888888888,0.9563346107459662,8.69
45.52357479400008,-73.62344294786453,564.7,2.1,0.9587260128312174,8.32
45.5238445756922,-73.55236601831166,740.0,1.6666666666666667,0.9659673010911531,8.32
45.52423612093815,-73.58155220746994,369.0,1.5,0.9641004231875371,8.870000000000001
45.52551168509886,-73.57424452900887,333.0,1.6,0.964515760702791,8.75
45.52571087285848,-73.58128398656845,303.5,1.2,0.9661792516788342,8.72
45.52689,-73.57264,454.5,1.6,0.964515760702791,8.75
45.526991277453526,-73.55821162462234,726.5,1.5555555555555556,0.9712781976350027,8.290000000000001
45.527070404438426,-73.59791234135628,326.6,1.4444444444444444,0.9601340212806952,8.76
45.52714838624861,-73.58947947621346,443.7,1.25,0.9648732935123139,8.940000000000001
45.52719536319051,-73.5645255446434,845.4,1.5,0.9634360258907991,8.45
45.52723106564012,-73.58672618865965,442.0,1.375,0.9639748228392815,8.89
45.527371996141,-73.60398352146149,418.5,1.7,0.9666110028759626,8.73
45.52783154456306,-73.5719096660614,518.6,1.6,0.9658359916361586,8.72
45.52794135176983,-73.62388551235199,689.8,1.7777777777777777,0.9626139145203993,8.559999999999999
45.52797141659334,-73.54948371648788,544.1,1.3333333333333333,0.9243957267336059,7.3875
45.52933653055564,-73.57795268297195,286.6,1.5,0.9654442041862025,8.59
45.529668174024685,-73.60166944563389,507.5,1.5,0.9597779157478573,8.690000000000001
45.529996997063385,-73.63287091255188,584.4,1.7,0.958240738758412,8.040000000000001
45.53006276144042,-73.54559183120728,672.6,1.0,0.9311988410513321,7.114285714285714
45.53035130173597,-73.6243924498558,677.8,1.6666666666666667,0.9655541044909262,8.629999999999999
45.53102667048665,-73.59862312674522,576.0,1.6,0.9600398210195037,8.7
45.53255611409675,-73.58993947505951,686.5,1.3333333333333333,0.955594567784938,8.77
45.53280412806031,-73.57190161943436,661.5,1.3,0.967159790761238,8.55
45.53330725719417,-73.62082242965698,477.2,1.4444444444444444,0.9576041733570261,8.68
45.533313304815366,-73.56671154499054,775.9,1.7,0.9615634388804442,8.05
45.53370598779895,-73.55217933654784,519.9,1.5,0.9651594624876004,6.928571428571429
45.53519006163501,-73.61548215150833,281.8,1.5,0.9588544677328423,8.67
45.53579541676834,-73.55795860291892,702.2,1.25,0.8764335210202173,7.3428571428571425
45.53613488953656,-73.62258464097977,546.5,1.4444444444444444,0.9585183440735904,8.709999999999999
45.53830765459552,-73.6548838019371,486.0,1.5555555555555556,0.901698459254819,7.13
45.53857953787113,-73.58848571777344,613.1,1.5,0.9615762843706067,8.36
45.539306918976,-73.59521873295307,650.7,1.8,0.9590728410656049,8.53
45.53946063965585,-73.57605636119843,693.2,1.7,0.9607584548302611,8.33
45.540105018786974,-73.65347027778625,637.6,1.3333333333333333,0.9491561226601583,7.055555555555555
45.54144823434163,-73.59839379787445,627.3,1.9,0.9605422224125257,8.47
45.541602844435374,-73.56496073305605,530.8,1.375,0.9378649368073247,7.033333333333334
45.54218173507584,-73.62268656492233,525.4,1.5555555555555556,0.959346164550729,8.540000000000001
45.54365380040509,-73.55942063033581,454.4,1.5714285714285714,0.9366845789890599,6.757142857142857
45.54407915308118,-73.66735741496086,384.4,1.625,0.9243921585418942,7.544444444444445
45.54428297135084,-73.54544162750244,712.2,2.0,0.9412839781055757,8.24
45.54434593245247,-73.57697686180472,578.4,1.6,0.9578568013302219,8.190000000000001
45.545350334193245,-73.61032962799072,746.9,1.4444444444444444,0.9557394363684372,8.05
45.5457759528664,-73.56217458844185,519.9,1.5714285714285714,0.9389953399416244,6.883333333333333
45.54612833838664,-73.64650368695946,719.6,1.2222222222222223,0.8454815988353422,7.288888888888888
45.54640752148169,-73.63842844963074,634.1,1.7,0.9338107573843727,7.81
45.54699194653282,-73.55115339159964,689.7,1.75,0.9563003561055329,7.970000000000001
45.54710313981358,-73.54892447590828,654.5,2.111111111111111,0.945708535828213,8.26
45.54714142711512,-73.54339510202408,388.0,2.111111111111111,0.9409621272131709,8.28
45.54718706660108,-73.6184298992157,779.2,1.5,0.9476453502893805,8.16
45.54851320767612,-73.62365484237671,749.7,1.6,0.9578125557529955,8.120000000000001
45.54902230455398,-73.59198164194822,418.1,1.6,0.9500645842699837,7.959999999999999
45.55069206841976,-73.65636706352234,742.0,2.0,0.863782140486844,7.211111111111112
45.551961779348346,-73.6303174495697,708.8,1.1,0.9411077094350124,7.2333333333333325
45.55315915057821,-73.53263273835182,661.4,1.875,0.9456343174406074,8.260000000000002
45.55321884238814,-73.53978216648102,390.6,2.0,0.9439194445039144,8.309999999999999
45.55331992800521,-73.56932803988457,609.6,1.6666666666666667,0.9597222519571531,8.07
45.5534000891078,-73.66225451231003,655.9,2.111111111111111,0.9430359602360715,7.4
45.55358456339093,-73.6383855342865,623.7,1.125,0.7831695533337615,6.928571428571429
45.55398156058887,-73.55496388156098,390.5,1.3333333333333333,0.8460061230169774,6.985714285714286
45.55437339981968,-73.55137467384337,744.6,2.0,0.9517616162481177,8.27
45.55458281524975,-73.59631910920143,722.2,1.3,0.9574707229870046,7.779999999999999
45.55463653358596,-73.61255215771962,735.5,1.3,0.9644215604415993,7.37
45.55671730558936,-73.53024959564209,825.5,1.8888888888888888,0.9493352458840908,7.88
45.55675103297278,-73.66716161370277,495.3,1.5555555555555556,0.8869889457420769,6.922222222222222
45.557568,-73.579191,746.3,1.3333333333333333,0.9636379855416871,7.56
45.55774990838239,-73.58380123972893,393.7,1.375,0.9403983529227059,6.76
45.55873962047568,-73.60589044634253,605.9,1.375,0.9465206562618196,7.366666666666666
45.55897660298603,-73.59951764345168,575.1,1.1428571428571428,0.8715872030372449,7.225
45.55903106539297,-73.54830354452133,817.8,1.8888888888888888,0.9448992699479758,7.93
45.55969734528566,-73.60145956277847,636.8,1.3333333333333333,0.9457927451526116,7.477777777777778
45.55970526805903,-73.55155438184738,661.5,1.25,0.9578774968421504,7.075
45.55984236120471,-73.61544728279114,753.3,1.25,0.9564630656475911,6.888888888888889
45.55988367688166,-73.63356828689575,965.0,1.0,0.9616562118649511,
45.56001959585449,-73.534934520776,800.5,1.7,0.9434627159648035,7.555555555555555
45.56157008176612,-73.65338176488876,421.9,1.4444444444444444,0.9346792552470259,7.7299999999999995
45.5616903,-73.610512,404.5,1.4285714285714286,0.9246804684322079,6.814285714285715
45.56221872617909,-73.54626774787903,564.0,1.0,0.7588837269048792,6.24
